ocel:eid,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
2846.0,2019-07-09 09:48:14,payment reminder,5.915,5803.96,"['880721', '880720', '880722', '880723', '880719', '880717', '880718']","['Echo Show 5', 'iPhone X', 'Echo', 'MacBook Air', 'Kindle', 'Echo Show 8', 'MacBook Pro']",['Mahnaz Qafari'],['990177'],
2847.0,2019-07-09 09:54:38,confirm order,2.978,4259.99,"['881168', '881167', '881166', '881165']","['iPhone 11 Pro', 'iPad Air', 'MacBook Pro', 'Echo Show 8']",['Seran Uysal'],['990289'],
2848.0,2019-07-09 09:59:36,reorder item,0.172,699.0,['881023'],['iPhone X'],['Luis Santos'],['990253'],
2849.0,2019-07-09 10:13:09,confirm order,6.256,9407.99,"['881171', '881170', '881174', '881175', '881176', '881172', '881173']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad', 'Echo Show 8', 'MacBook Pro']",['Seran Uysal'],['990291'],
2850.0,2019-07-09 10:20:01,place order,1.69,733.99,"['881183', '881184']","['Echo Studio', 'iPhone 8']",['Marco Pegoraro'],['990294'],
2851.0,2019-07-09 10:23:49,item out of stock,0.98,129.99,['881154'],['Echo Show 8'],['Luis Santos'],['990285'],
2852.0,2019-07-09 10:25:07,pick item,0.172,699.0,['880691'],['iPhone X'],['Mahnaz Qafari'],['990171'],
2853.0,2019-07-09 10:25:54,pick item,0.483,495.0,['881152'],['iPad'],['Luis Santos'],['990285'],
2854.0,2019-07-09 10:32:28,confirm order,2.78,770.97,"['881180', '881179', '881182', '881181']","['iPad Air', 'Echo Dot', 'Echo Show 8']",['Wil van der Aalst'],['990293'],
2855.0,2019-07-09 10:35:16,pick item,0.483,1099.0,['880860'],['iPad Pro'],['Christina Rensinghof'],['990212'],
2856.0,2019-07-09 10:38:50,reorder item,0.78,99.99,['881056'],['Echo'],['Kefang Ding'],['990261'],
2857.0,2019-07-09 10:43:24,confirm order,1.86,234.97,"['881163', '881162', '881164']","['Echo Show 5', 'Fire Stick', 'Echo']",['Seran Uysal'],['990288'],
2858.0,2019-07-09 11:05:12,reorder item,1.25,2200.0,['881125'],['MacBook Air'],['Marco Pegoraro'],['990279'],
2859.0,2019-07-09 11:11:29,pick item,1.25,2200.0,['881091'],['MacBook Air'],['Kefang Ding'],['990269'],
2860.0,2019-07-09 11:14:28,pick item,0.98,129.99,['881116'],['Echo Show 8'],['Majid Rafiei'],['990275'],
2861.0,2019-07-09 11:19:52,pay order,3.78,4834.98,"['881122', '881123', '881120', '881121']","['Echo Dot', 'Echo', 'MacBook Pro', 'MacBook Air']",['Kefang Ding'],['990277'],
2862.0,2019-07-09 11:23:57,failed delivery,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2863.0,2019-07-09 11:28:23,pick item,1.48,199.99,['880998'],['Echo Studio'],['Mahnaz Qafari'],['990248'],
2864.0,2019-07-09 11:46:38,pay order,3.676,3774.97,"['880862', '880861', '880863', '880864', '880866', '880865']","['Echo', 'MacBook Pro', 'iPad', 'Fire Stick 4K']",['Seran Uysal'],['990213'],
2865.0,2019-07-09 11:50:36,pick item,1.37,2500.0,['881174'],['MacBook Pro'],['Seran Uysal'],['990291'],
2866.0,2019-07-09 11:54:09,pick item,0.483,1099.0,['880401'],['iPad Pro'],['Mahnaz Qafari'],['990100'],
2867.0,2019-07-09 11:54:09,create package,2.116,3368.98,"['881030', '881174', '881162', '880921']","['iPhone 11', 'Echo Dot', 'Fire Stick', 'MacBook Pro']",['Seran Uysal'],"['990227', '990288', '990291', '990256']",['660160']
2868.0,2019-07-09 11:56:15,pick item,0.78,99.99,['881164'],['Echo'],['Seran Uysal'],['990288'],
2869.0,2019-07-09 11:57:44,reorder item,0.21,529.0,['881141'],['iPhone 8'],['Kefang Ding'],['990284'],
2870.0,2019-07-09 11:59:50,place order,1.809,1063.97,"['881185', '881186', '881188', '881187']","['iPhone 11', 'Echo Show 5', 'Fire Stick 4K', 'Kindle']",['Mohammadreza Fani Sani'],['990295'],
2871.0,2019-07-09 12:05:31,reorder item,0.28,89.99,['881128'],['Fire Stick 4K'],['Marco Pegoraro'],['990279'],
2872.0,2019-07-09 12:10:56,pick item,0.28,89.99,['881159'],['Fire Stick 4K'],['Junxiong Gao'],['990287'],
2873.0,2019-07-09 12:14:32,failed delivery,2.336,3678.99,"['881016', '880879', '880734']","['iPad Pro', 'Kindle', 'MacBook Pro']",['Mahsa Bafrani'],"['990251', '990218', '990181']",['660148']
2874.0,2019-07-09 12:25:38,pick item,0.98,129.99,['881175'],['Echo Show 8'],['Seran Uysal'],['990291'],
2875.0,2019-07-09 12:25:52,reorder item,0.98,129.99,['881025'],['Echo Show 8'],['Wil van der Aalst'],['990254'],
2876.0,2019-07-09 12:26:00,pay order,1.646,1851.98,"['881108', '881106', '881110', '881107', '881109']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad mini', 'Fire Stick', 'Kindle']",['Mohammadreza Fani Sani'],['990273'],
2877.0,2019-07-09 13:26:39,pick item,0.483,1099.0,['880611'],['iPad Pro'],['Christine Dobbert'],['990154'],
2878.0,2019-07-09 13:26:39,create package,2.911,1903.97,"['880806', '881094', '881124', '881152', '881093']","['iPhone 11 Pro', 'Echo Dot', 'iPad', 'Echo Studio']",['Luis Santos'],"['990285', '990278', '990200', '990270']",['660161']
2879.0,2019-07-09 13:49:36,pick item,1.37,2500.0,['881172'],['MacBook Pro'],['Seran Uysal'],['990291'],
2880.0,2019-07-09 13:53:23,pick item,0.483,79.99,['881126'],['Kindle'],['Marco Pegoraro'],['990279'],
2881.0,2019-07-09 13:57:40,reorder item,0.28,449.0,['881130'],['iPad mini'],['Lisa Mannel'],['990280'],
2882.0,2019-07-09 14:16:15,send package,15.327,18218.92,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']","['iPhone X', 'MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Kindle', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo']",['Kefang Ding'],"['990269', '990284', '990261', '990277', '990268', '990276']",['660158']
2883.0,2019-07-09 14:19:27,place order,3.68,4894.98,"['881189', '881190', '881191', '881192']","['MacBook Air', 'Fire Stick 4K', 'MacBook Pro', 'Echo']",['Junxiong Gao'],['990296'],
2884.0,2019-07-09 14:38:58,payment reminder,2.36,294.98,"['880245', '880246']","['Echo Show 5', 'Echo Studio']",['Seran Uysal'],['990065'],
2885.0,2019-07-09 14:42:33,pick item,0.166,799.0,['881133'],['iPhone 11'],['Mohammadreza Fani Sani'],['990281'],
2886.0,2019-07-09 14:43:43,pick item,0.44,476.0,['881168'],['iPad Air'],['Seran Uysal'],['990289'],
2887.0,2019-07-09 14:48:30,send package,2.123,1522.98,"['881096', '881098', '880688', '880911', '881100']","['Echo Show 5', 'iPad', 'iPad mini', 'Fire Stick']",['Christina Rensinghof'],"['990271', '990225', '990170']",['660157']
2888.0,2019-07-09 14:56:21,send package,3.844,2861.98,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']","['Kindle Paperwhite', 'iPad', 'iPhone 8', 'Echo Plus', 'Fire Stick']",['Tobias Brockhoff'],"['990249', '990245', '990244']",['660156']
2889.0,2019-07-09 15:28:55,item out of stock,1.25,2200.0,['881122'],['MacBook Air'],['Kefang Ding'],['990277'],
2890.0,2019-07-09 15:32:08,pay order,2.78,770.97,"['881180', '881179', '881182', '881181']","['iPad Air', 'Echo Dot', 'Echo Show 8']",['Wil van der Aalst'],['990293'],
2891.0,2019-07-09 15:53:11,pick item,0.2,39.99,['881103'],['Fire Stick'],['Christina Rensinghof'],['990271'],
2892.0,2019-07-09 15:53:11,create package,1.42,615.98,"['881014', '881015', '880799']","['iPad Air', 'Echo', 'Fire Stick']",['Mahsa Bafrani'],"['990251', '990198']",['660162']
2893.0,2019-07-09 15:56:45,pick item,0.2,39.99,['881147'],['Fire Stick'],['Kefang Ding'],['990284'],
2894.0,2019-07-09 15:58:42,place order,1.726,1402.99,"['881194', '881193', '881195']","['iPhone 11', 'iPad mini', 'Echo Plus']",['Mahnaz Qafari'],['990297'],
2895.0,2019-07-09 16:08:05,payment reminder,1.838,3743.99,"['880686', '880687', '880685']","['iPhone 11 Pro', 'MacBook Pro', 'Fire Stick 4K']",['Luis Santos'],['990169'],
2896.0,2019-07-09 16:12:50,confirm order,1.69,733.99,"['881183', '881184']","['Echo Studio', 'iPhone 8']",['Marco Pegoraro'],['990294'],
2897.0,2019-07-09 16:14:06,package delivered,15.327,18218.92,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']","['iPhone X', 'MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Kindle', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo']",['Kefang Ding'],"['990269', '990284', '990261', '990277', '990268', '990276']",['660158']
2898.0,2019-07-09 16:18:14,failed delivery,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2899.0,2019-07-09 16:24:31,confirm order,0.48,493.99,"['881129', '881130']","['iPad mini', 'Fire Stick']",['Lisa Mannel'],['990280'],
2900.0,2019-07-09 16:37:22,pay order,2.402,3033.99,"['881116', '881115', '881117']","['iPhone X', 'Echo Show 8', 'MacBook Air']",['Majid Rafiei'],['990275'],
2901.0,2019-07-09 16:37:38,pick item,1.48,199.99,['881161'],['Echo Studio'],['Junxiong Gao'],['990287'],
2902.0,2019-07-09 16:45:59,package delivered,2.575,1213.98,"['881043', '880996', '881068', '880997', '881069']","['iPad Air', 'Echo Dot', 'iPad mini', 'Kindle Paperwhite', 'Echo Show 8']",['Claudia Graf'],"['990247', '990264', '990259']",['660155']
2903.0,2019-07-09 16:49:19,pick item,0.166,799.0,['881185'],['iPhone 11'],['Mohammadreza Fani Sani'],['990295'],
2904.0,2019-07-09 16:49:19,create package,3.115,2137.97,"['880401', '880998', '881000', '880691', '881012']","['iPhone X', 'Echo Studio', 'iPad Pro', 'Fire Stick', 'Echo']",['Mahnaz Qafari'],"['990248', '990171', '990100', '990250']",['660163']
2905.0,2019-07-09 16:59:01,pay order,2.36,294.98,"['880245', '880246']","['Echo Show 5', 'Echo Studio']",['Seran Uysal'],['990065'],
2906.0,2019-07-09 17:05:22,package delivered,3.844,2861.98,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']","['Kindle Paperwhite', 'iPad', 'iPhone 8', 'Echo Plus', 'Fire Stick']",['Tobias Brockhoff'],"['990249', '990245', '990244']",['660156']
2907.0,2019-07-09 17:07:53,send package,1.42,615.98,"['881014', '881015', '880799']","['iPad Air', 'Echo', 'Fire Stick']",['Mahsa Bafrani'],"['990251', '990198']",['660162']
2908.0,2019-07-09 17:15:37,pick item,0.188,1149.0,['881046'],['iPhone 11 Pro'],['Christine Dobbert'],['990260'],
2909.0,2019-07-09 17:17:08,pick item,0.98,129.99,['881181'],['Echo Show 8'],['Wil van der Aalst'],['990293'],
2910.0,2019-07-09 17:24:44,reorder item,0.28,449.0,['880967'],['iPad mini'],['Anahita Farhang Ghahfarokhi'],['990239'],
2911.0,2019-07-09 17:44:45,pick item,0.98,129.99,['881118'],['Echo Show 8'],['Kefang Ding'],['990276'],
2912.0,2019-07-09 18:05:40,reorder item,1.48,199.99,['881021'],['Echo Studio'],['Junxiong Gao'],['990252'],
2913.0,2019-07-09 18:16:10,confirm order,3.68,4894.98,"['881189', '881190', '881191', '881192']","['MacBook Air', 'Fire Stick 4K', 'MacBook Pro', 'Echo']",['Junxiong Gao'],['990296'],
2914.0,2019-07-09 18:17:11,place order,1.32,2943.0,"['881197', '881198', '881196', '881199']","['iPhone 11', 'iPhone 11 Pro', 'iPad']",['Wil van der Aalst'],['990298'],
2915.0,2019-07-09 18:25:31,pick item,0.188,1149.0,['881173'],['iPhone 11 Pro'],['Seran Uysal'],['990291'],
2916.0,2019-07-09 18:29:07,pick item,0.188,1149.0,['881169'],['iPhone 11 Pro'],['Mohammadreza Fani Sani'],['990290'],
2917.0,2019-07-09 18:29:07,create package,1.946,1308.98,"['880995', '880182', '881181']","['iPad Pro', 'Echo Show 8', 'Kindle']",['Wil van der Aalst'],"['990246', '990047', '990293']",['660164']
2918.0,2019-07-09 18:31:50,pick item,0.28,89.99,['881188'],['Fire Stick 4K'],['Mohammadreza Fani Sani'],['990295'],
2919.0,2019-07-09 18:32:25,pick item,0.2,39.99,['881177'],['Fire Stick'],['Wil van der Aalst'],['990292'],
2920.0,2019-07-09 18:37:31,confirm order,1.726,1402.99,"['881194', '881193', '881195']","['iPhone 11', 'iPad mini', 'Echo Plus']",['Mahnaz Qafari'],['990297'],
2921.0,2019-07-09 18:44:47,pay order,2.009,1053.96,"['880712', '880713', '880716', '880715', '880714']","['iPhone 11', 'Echo Dot', 'Fire Stick', 'Kindle', 'Echo']",['Majid Rafiei'],['990176'],
2922.0,2019-07-09 19:55:24,pick item,0.483,79.99,['881186'],['Kindle'],['Mohammadreza Fani Sani'],['990295'],
2923.0,2019-07-09 19:55:24,create package,2.001,1747.97,"['881137', '881116', '881136', '881117', '880902']","['Kindle', 'iPhone 11', 'iPhone X', 'Fire Stick', 'Echo Show 8']",['Majid Rafiei'],"['990282', '990223', '990275']",['660165']
2924.0,2019-07-09 20:31:08,place order,1.867,3490.99,"['881202', '881201', '881204', '881200', '881203']","['iPhone 11', 'iPhone X', 'Echo Show 5', 'iPad Pro']",['Junxiong Gao'],['990299'],
2925.0,2019-07-10 00:24:42,place order,3.113,2704.97,"['881208', '881207', '881206', '881205']","['Echo Show 5', 'Echo Dot', 'Kindle', 'MacBook Pro']",['Marco Pegoraro'],['990300'],
2926.0,2019-07-10 08:40:21,pick item,0.166,799.0,['881204'],['iPhone 11'],['Junxiong Gao'],['990299'],
2927.0,2019-07-10 08:57:45,pick item,0.172,699.0,['881201'],['iPhone X'],['Junxiong Gao'],['990299'],
2928.0,2019-07-10 09:01:41,reorder item,1.28,149.99,['881101'],['Echo Plus'],['Christina Rensinghof'],['990271'],
2929.0,2019-07-10 09:18:43,pay order,1.804,4132.0,"['881114', '881112', '881111', '881113']","['iPhone X', 'iPhone 8', 'MacBook Air']",['Mohammadreza Fani Sani'],['990274'],
2930.0,2019-07-10 09:18:52,pick item,1.37,2500.0,['881139'],['MacBook Pro'],['Junxiong Gao'],['990283'],
2931.0,2019-07-10 09:23:50,item out of stock,0.28,89.99,['881192'],['Fire Stick 4K'],['Junxiong Gao'],['990296'],
2932.0,2019-07-10 09:28:57,place order,1.113,2081.0,"['881210', '881211', '881209', '881212']","['iPhone 11', 'iPhone X', 'Kindle Paperwhite', 'iPad mini']",['Mahsa Bafrani'],['990301'],
2933.0,2019-07-10 09:55:49,confirm order,1.32,2943.0,"['881197', '881198', '881196', '881199']","['iPhone 11', 'iPhone 11 Pro', 'iPad']",['Wil van der Aalst'],['990298'],
2934.0,2019-07-10 10:20:29,pay order,0.76,64.98,"['880927', '880928']",['Echo Dot'],['Tobias Brockhoff'],['990229'],
2935.0,2019-07-10 10:20:54,item out of stock,0.188,1149.0,['881095'],['iPhone 11 Pro'],['Luis Santos'],['990270'],
2936.0,2019-07-10 10:22:32,pick item,0.88,89.99,['881203'],['Echo Show 5'],['Junxiong Gao'],['990299'],
2937.0,2019-07-10 10:22:42,item out of stock,0.78,99.99,['881190'],['Echo'],['Junxiong Gao'],['990296'],
2938.0,2019-07-10 10:31:58,confirm order,1.113,2081.0,"['881210', '881211', '881209', '881212']","['iPhone 11', 'iPhone X', 'Kindle Paperwhite', 'iPad mini']",['Mahsa Bafrani'],['990301'],
2939.0,2019-07-10 10:32:21,pick item,0.172,699.0,['881156'],['iPhone X'],['Gyunam Park'],['990286'],
2940.0,2019-07-10 10:32:21,create package,2.318,3708.98,"['880968', '881074', '881073', '880969']","['iPhone 11 Pro', 'Echo Dot', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],"['990239', '990266']",['660166']
2941.0,2019-07-10 10:33:15,confirm order,3.113,2704.97,"['881208', '881207', '881206', '881205']","['Echo Show 5', 'Echo Dot', 'Kindle', 'MacBook Pro']",['Marco Pegoraro'],['990300'],
2942.0,2019-07-10 10:55:24,pick item,0.38,29.99,['881205'],['Echo Dot'],['Marco Pegoraro'],['990300'],
2943.0,2019-07-10 10:57:43,failed delivery,2.336,3678.99,"['881016', '880879', '880734']","['iPad Pro', 'Kindle', 'MacBook Pro']",['Mahsa Bafrani'],"['990251', '990218', '990181']",['660148']
2944.0,2019-07-10 10:59:51,send package,1.946,1308.98,"['880995', '880182', '881181']","['iPad Pro', 'Echo Show 8', 'Kindle']",['Wil van der Aalst'],"['990246', '990047', '990293']",['660164']
2945.0,2019-07-10 11:00:28,item out of stock,0.495,129.0,['881210'],['Kindle Paperwhite'],['Mahsa Bafrani'],['990301'],
2946.0,2019-07-10 11:05:56,pick item,1.25,2200.0,['881050'],['MacBook Air'],['Christine Dobbert'],['990260'],
2947.0,2019-07-10 11:07:11,send package,3.115,2137.97,"['880401', '880998', '881000', '880691', '881012']","['iPhone X', 'Echo Studio', 'iPad Pro', 'Fire Stick', 'Echo']",['Mahnaz Qafari'],"['990248', '990171', '990100', '990250']",['660163']
2948.0,2019-07-10 11:10:03,pick item,0.172,699.0,['881140'],['iPhone X'],['Junxiong Gao'],['990283'],
2949.0,2019-07-10 11:12:02,pick item,0.28,449.0,['880898'],['iPad mini'],['Luis Santos'],['990222'],
2950.0,2019-07-10 11:12:02,create package,7.132999999999999,10761.95,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']","['iPhone X', 'iPhone 11 Pro', 'Echo Plus', 'Kindle', 'Fire Stick 4K', 'MacBook Air', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini']",['Mohammadreza Fani Sani'],"['990273', '990274', '990290', '990281', '990272', '990295', '990255']",['660167']
2951.0,2019-07-10 11:17:42,place order,6.635,6019.95,"['881214', '881218', '881221', '881215', '881216', '881220', '881217', '881219', '881213']","['Kindle Paperwhite', 'Echo Show 5', 'iPad Air', 'Echo Studio', 'Fire Stick', 'MacBook Pro']",['Majid Rafiei'],['990302'],
2952.0,2019-07-10 11:19:10,pick item,1.28,149.99,['881194'],['Echo Plus'],['Mahnaz Qafari'],['990297'],
2953.0,2019-07-10 11:35:57,pay order,0.188,1154.0,['881169'],['iPhone 11 Pro'],['Mohammadreza Fani Sani'],['990290'],
2954.0,2019-07-10 11:41:32,pick item,1.28,149.99,['881081'],['Echo Plus'],['Kefang Ding'],['990268'],
2955.0,2019-07-10 11:46:05,pick item,1.37,2500.0,['881216'],['MacBook Pro'],['Majid Rafiei'],['990302'],
2956.0,2019-07-10 11:57:31,send package,4.1560000000000015,3418.97,"['881042', '881127', '881039', '881040', '881038']","['iPhone 11', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K', 'MacBook Air']",['Marco Pegoraro'],"['990258', '990279']",['660159']
2957.0,2019-07-10 11:59:42,pick item,0.21,529.0,['880774'],['iPhone 8'],['Junxiong Gao'],['990192'],
2958.0,2019-07-10 12:01:36,pick item,0.483,495.0,['880999'],['iPad'],['Mahnaz Qafari'],['990248'],
2959.0,2019-07-10 12:16:34,pick item,0.483,79.99,['880942'],['Kindle'],['Tobias Brockhoff'],['990232'],
2960.0,2019-07-10 12:50:35,reorder item,1.48,199.99,['881148'],['Echo Studio'],['Kefang Ding'],['990284'],
2961.0,2019-07-10 12:55:11,place order,2.824,2507.98,"['881227', '881226', '881224', '881225', '881223', '881222']","['Echo Show 5', 'iPad Air', 'iPhone X', 'iPad mini']",['Gyunam Park'],['990303'],
2962.0,2019-07-10 13:07:18,send package,7.132999999999999,10761.95,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']","['iPhone X', 'iPhone 11 Pro', 'Echo Plus', 'Kindle', 'Fire Stick 4K', 'MacBook Air', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini']",['Mohammadreza Fani Sani'],"['990273', '990274', '990290', '990281', '990272', '990295', '990255']",['660167']
2963.0,2019-07-10 13:08:27,pick item,0.2,39.99,['881218'],['Fire Stick'],['Majid Rafiei'],['990302'],
2964.0,2019-07-10 13:14:43,pay order,1.86,234.97,"['881163', '881162', '881164']","['Echo Show 5', 'Fire Stick', 'Echo']",['Seran Uysal'],['990288'],
2965.0,2019-07-10 13:19:07,package delivered,1.42,615.98,"['881014', '881015', '880799']","['iPad Air', 'Echo', 'Fire Stick']",['Mahsa Bafrani'],"['990251', '990198']",['660162']
2966.0,2019-07-10 13:22:52,package delivered,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2967.0,2019-07-10 13:28:50,pay order,1.123,600.98,"['881016', '881015', '881014']","['iPad Air', 'Fire Stick', 'Kindle']",['Mahsa Bafrani'],['990251'],
2968.0,2019-07-10 13:42:01,item out of stock,0.188,1149.0,['881150'],['iPhone 11 Pro'],['Luis Santos'],['990285'],
2969.0,2019-07-10 13:46:28,pay order,2.914,3159.99,"['880875', '880876', '880877', '880874', '880872', '880873']","['iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'iPad mini', 'iPad Pro', 'Echo Plus']",['Tobias Brockhoff'],['990217'],
